,label,tweet_id,tweet_texts
2507,sympathy_and_emotional_support,'591903299902668802',RT @ANI_news: Latest pics sent to ANI from Kathmandu of #earthquake aftermath http://t.co/hhdXHMTQAu
2508,donation_needs_or_offers_or_volunteering_services,'591903300120805376',At least 50 people trapped in 19th century tower in Kathmandu which collapsed after quake http://t.co/OsUJ5wVRxd
2509,sympathy_and_emotional_support,'591903300137549824',"Powerful quake hits Nepal, with reports so far of two deaths http://t.co/bMK3VmZn5O | https://t.co/oGLUKoOrGu http://t.co/qmH9keWcpi"
2510,sympathy_and_emotional_support,'591903300275961856',"RT @XHNews: BREAKING: Nepal #earthquake triggers #avalanche on north Mt Qomolangma (Everest), altitude 7,000m in China's Tibet; 400 climber‰Û_"
2511,other_useful_information,'591903300355633153',RT @Gurmeetramrahim: #MSGHelpEarthquakeVictims Shocked!!!hearing earthquake in Nepal n some parts of India. I pray to GOD to save His child‰Û_
2512,other_useful_information,'591903301207130112',RT @Islam_for_life: Earthquake of 7.9 magnitude in Nepal. Tremors across India. May Allah help them..
2513,sympathy_and_emotional_support,'591903301366460416',"Strong earthquake rocks Nepal, damages Kathmandu http://t.co/IlPNq8ooWk #news"
2514,donation_needs_or_offers_or_volunteering_services,'591903301584707584',
2515,other_useful_information,'591903301651705856',
2516,donation_needs_or_offers_or_volunteering_services,'591903301916041216',RT @AP: BREAKING: At least 71 people killed in magnitude-7.9 earthquake in Nepal
2517,donation_needs_or_offers_or_volunteering_services,'591903301983019008',"RT @Mumbaikhabar9: 556 tourists to Nepal from Maharashtra safe. Indian embassy helpline number in Nepal:- 9779851107021 / 
9779851135141"
2518,displaced_people_and_evacuations,'591903302733803522',RT @Islam_for_life: Earthquake of 7.9 magnitude in Nepal. Tremors across India. May Allah help them..
2519,other_useful_information,'591903303195234305',"RT @BreakingF24: #BREAKING - More than 100 killed in Nepal earthquake, says interior ministry http://t.co/4ucxuRt0Pj http://t.co/6JbJrC8G6U"
2520,not_related_or_irrelevant,'591903303442833408',RT @ActionAidUK: #NepalEarthquake - ActionAid in Nepal is reporting a lot of casualties &amp; that the country will need help. Still confusion ‰Û_
2521,sympathy_and_emotional_support,'591903303509921792',
2522,injured_or_dead_people,'591903303681773568',
2523,injured_or_dead_people,'591903303794995200',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
2524,donation_needs_or_offers_or_volunteering_services,'591903304013209600',
2525,other_useful_information,'591903304013238272',Gujarat's tourists stranded in Nepal or their kin can contact control room at... http://t.co/4dUmjViMbR
2526,injured_or_dead_people,'591903304424288256',
2527,donation_needs_or_offers_or_volunteering_services,'591903304818425858',"RT @ANI_news: Affect is more in Kathmandu valley,request GoI to provide us assistance: Deep K Upadhyay #earthquake"
2528,injured_or_dead_people,'591903304969400320',Avalanche Sweeps Everest in Nepal; 30 Injured: Quake-triggered avalanche sweeps near Everest in Nepal; at leas... http://t.co/dkE9D24OrN
2529,donation_needs_or_offers_or_volunteering_services,'591903305229422592',"RT @picturpoet: Hi guys, trying to trace my friend @turbowarsftw who left to attend the Universal Religion Festival organised by @ur_nepal.‰Û_"
2530,other_useful_information,'591903305241993218',RT @AlertNet: Nepal earthquake: latest http://t.co/DZMLTsVOJ4 #Nepal #earthquake http://t.co/cQAtPFRGvP
2531,donation_needs_or_offers_or_volunteering_services,'591903305367879680',"RT @BJPsudhanRSS: #NepalEarthquake 
PM @narendramodi 
spoken with
Nepal prez, PM
CM's of 
BIHAR
MP
WB
SIKKIM
UP
high level meeting
NDRF dis‰Û_"
2532,donation_needs_or_offers_or_volunteering_services,'591903306479460352',
2533,donation_needs_or_offers_or_volunteering_services,'591903306609512448',
2534,missing_trapped_or_found_people,'591903306865324032',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
2535,infrastructure_and_utilities_damage,'591903307477733376',RT @BBCBreaking: Pictures from Kathmandu show damage of 7.9 magnitude #earthquake; reports of injuries http://t.co/HDOgZ7UDka http://t.co/y‰Û_
2536,caution_and_advice,'591903308228374528',RT @calicut_sfc: Helpline numbers for friends in #Nepal stuck in tremors Plz RT or Re-post! @Suriya_offl @kegvraja @dirvenkatprabhu http://‰Û_
2537,not_related_or_irrelevant,'591903308542922752',"RT @AlbaloushiAmna: #earthquake@al_wisal 7.9magnitude earthquake rattles Nepal 50 miles @radiomerge capital,Kathmandu
#¯_ôã¯_¯¤ôã_ô ô_¯¬¯¤ôã_ôÄôÉ¯¤ô ¯øôö h‰Û_"
2538,sympathy_and_emotional_support,'591903308589109253',RT @BJPsudhanRSS: 6 NDRF teams leave for Nepal and 5 NDRF teams leave for North Bihar. #NepalEarthquake
2539,donation_needs_or_offers_or_volunteering_services,'591903308786307072',RT @sidin: Cautiously optimistic about casualties so far. But Durbar Square. Ruined. Sad...
2540,donation_needs_or_offers_or_volunteering_services,'591903308928823296',"RT @timesofindia: #Earthquake | Helpline numbers of the Indian Embassy in Nepal: 
+977 9581107021 

+977 9851135141"
2541,displaced_people_and_evacuations,'591903309054738432',Our thoughts are with everyone effected by the earthquake in Nepal.
2542,sympathy_and_emotional_support,'591903309054763008',
2543,donation_needs_or_offers_or_volunteering_services,'591903309511819265',RT @Gurmeetramrahim: #MSGHelpEarthquakeVictims Shocked!!!hearing earthquake in Nepal n some parts of India. I pray to GOD to save His child‰Û_
2544,donation_needs_or_offers_or_volunteering_services,'591903309600071680',
2545,donation_needs_or_offers_or_volunteering_services,'591903309885112321',RT @Islam_for_life: Earthquake of 7.9 magnitude in Nepal. Tremors across India. May Allah help them..
2546,donation_needs_or_offers_or_volunteering_services,'591903310270988288',RT @roshankarki5: Strong earthquake strikes Nepal. Emerging photos and videos. Hope everyone is safe. #Earthquake #Nepal http://t.co/HsoJlC‰Û_
2547,not_related_or_irrelevant,'591903310388400129',"RT @timesofindia: The #Dharahara tower has collapsed, with people suspected buried. #Nepal #Kathmandu #earthquake http://t.co/cZMrLKah6K"
2548,injured_or_dead_people,'591903310489092096',@kalyan97 says such plate tectonics in Nepal with 7.9 intensity explain the reason why Vedic River Sarasvati went dry due to river migration
2549,missing_trapped_or_found_people,'591903310535204864',"Strong earthquake rocks Nepal, damages Kathmandu https://t.co/fWhChzLtMh"
2550,displaced_people_and_evacuations,'591903310594052096',"Let's pay for Nepal 
Let's hope loss of human lives remain minimum 
Buildings &amp; infrastructure destroyed sadly"
2551,other_useful_information,'591903310661038080',"My country""Nepal""n People R in problem due2 strong earthquake.God help them, stop dis disaster.Stay safe,http://t.co/yMZ9CGFAXn needed!_Ùª_Ù_"
2552,other_useful_information,'591903310765928448',"RT @ParagRudani: RSS Volunteers are leaving for Nepal..
Typical of RSS to do silent, efficient relief work..
#earthquake"
2553,sympathy_and_emotional_support,'591903311193714689',"RT @IndiaBTL: 15th Earthquake just hit Nepal. Intensity again around 5 http://t.co/RlrXIVxZ2Q
Casualty mark reaching to 150. Sad. http://t.‰Û_"
2554,sympathy_and_emotional_support,'591903311399256064',RT @googleindia: We've just launched a Person Finder instance to help track missing persons for the #Nepal earthquake--&gt;http://t.co/3e4pNsO‰Û_
2555,donation_needs_or_offers_or_volunteering_services,'591903311764172801',Earthquake strike in Nepal. _Ùª_Ùª
2556,infrastructure_and_utilities_damage,'591903311789367296',Raw: Powerful #Earthquake Rocks #Nepal http://t.co/BAq1nLK2LC
2557,donation_needs_or_offers_or_volunteering_services,'591903311801950208',RT @mubasherlucman: Sad news of the earth quake....hope all families in India and Nepal remain safe from this calamity my prayers for the f‰Û_
2558,injured_or_dead_people,'591903312234020864',"RT @SRKCHENNAIFC: Here are the emergency contact numbers for Nepal, share, help. Our prayers are with all in Nepal.
http://t.co/dPCOXcZ1TP"
2559,missing_trapped_or_found_people,'591903312255000576',
2560,missing_trapped_or_found_people,'591903312661848065',"RT @ABC: Dozens of injured being taken to main hospital in Kathmandu after major earthquake, AP reports http://t.co/yXKpIsBixf http://t.co/‰Û_"
2561,injured_or_dead_people,'591903313328623617',pray for Nepal_Ùª
2562,injured_or_dead_people,'591903313446080512',"Fox News: BREAKING: At least 71 people dead killed in earthquake, Nepal's ... - http://t.co/XAkyhyQ8pg #NewsInTweets http://t.co/qGFsrbmDts"
2563,other_useful_information,'591903313513172992',"RT @pathikrit2sen: #Google launches Person Finder service to help track people ""missing"" after #Nepal #earthquake. http://t.co/bXQF2Qvfp5 @‰Û_"
2564,donation_needs_or_offers_or_volunteering_services,'591903313970335746',RT @kingaliasgar: Pray 4 Nepal &amp; parts of India wher a powerful earthquake has struck May the Almighty grant them ease 2 face tis calamity ‰Û_
2565,caution_and_advice,'591903314264076288',Good morning pretty lady! https://t.co/5GPytHlA5H
2566,injured_or_dead_people,'591903314486415360',Ppls  around the whole world dont think we cant help ppls in nepal n everywhere who need helps..we have a biggest weapon...pray to god!!
2567,donation_needs_or_offers_or_volunteering_services,'591903314779869184',RT @AJENews: At least 50 people trapped in 19th century tower in Kathmandu which collapsed after quake http://t.co/Wx8SQtWwCQ http://t.co/J‰Û_
2568,other_useful_information,'591903314943479808',"RT @LeopoldAdam: Powerful 7.9 magnitude earthquake has rocked Nepal's capital Kathmandu 
@infobencana @chematierra @LastQuake http://t.co/3‰Û_"
2569,donation_needs_or_offers_or_volunteering_services,'591903315119640576',"RT @AakashTaywade: ""@ANI_news: Latest pics sent to ANI from Kathmandu of #earthquake aftermath http://t.co/McYsHPG1uf"""
2570,sympathy_and_emotional_support,'591903315128123392',@ThomasGass I am trying to find out from people there. Out of Nepal and nothing I can do from here except to hope and pray.
2571,donation_needs_or_offers_or_volunteering_services,'591903315660767232',"RT @malviyamit: As GoI readies to send rescue and relief teams to #Nepal, the only non-government body that has already moved its volunteer‰Û_"
2572,infrastructure_and_utilities_damage,'591903316046704640',"RT @ImranHSarker: UPDATE: Humanitarian crisis in Nepal. 100+ dead, toll may rises to 1000's. Prayers &amp; thought for Nepalese friends. http:/‰Û_"
2573,donation_needs_or_offers_or_volunteering_services,'591903316268814336',RT @nayanchandra: Breaking: RSS swayamsevaks already heading to Nepal for help &amp; rescue efforts .. @vaidehisachin @gauravcsawant @SachinKal‰Û_
2574,caution_and_advice,'591903316654751744',"RT @TimesNow: MEA opens 24 hour Control Room for queries regarding the Nepal Earthquake. 
Numbers:
+91 11 2301 2113
+91 11 2301 4104
+91 11‰Û_"
2575,injured_or_dead_people,'591903316675801088',
2576,donation_needs_or_offers_or_volunteering_services,'591903316831002625',"5.0 earthquake, 31km NNW of Nagarkot, Nepal. Apr 25 15:15 at epicenter (21m ago, depth 10km). http://t.co/1oN2i9pk5t"
2577,donation_needs_or_offers_or_volunteering_services,'591903316919066624',NEPAL EARTHQUAKE LATEST: Nepal Ministry of Home Affairs say over 100 people have been killed.
2578,not_related_or_irrelevant,'591903317149626368',"RT @cnni: BREAKING: More than 150 dead in Kathmandu following 7.9 magnitude earthquake, Nepal's Ministry of Home Affairs says. http://t.co/‰Û_"
2579,other_useful_information,'591903317250314240',RT @BBCBreaking: Pictures from Kathmandu show damage of 7.9 magnitude #earthquake; reports of injuries http://t.co/HDOgZ7UDka http://t.co/y‰Û_
2580,not_related_or_irrelevant,'591903318206582784',RT @ozonesn: some prisoners escaped from central jail. #nepal
2581,donation_needs_or_offers_or_volunteering_services,'591903318592626689',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
2582,donation_needs_or_offers_or_volunteering_services,'591903319163035648',Nepal earthquake: more than a hundred people dead - live updates http://t.co/x702xeRaHK
2583,sympathy_and_emotional_support,'591903319318261760',RT @googleindia: We've just launched a Person Finder instance to help track missing persons for the #Nepal earthquake--&gt;http://t.co/3e4pNsO‰Û_
2584,other_useful_information,'591903319393599488',RT @akshaykumar: Sad 2 see this image of extensive damage due to the #earthquake in Nepal.My prayers with the victims &amp; their families http‰Û_
2585,injured_or_dead_people,'591903319703965696',RT @muftimenk: Pray for #Nepal where a powerful earthquake has struck. May the Almighty grant them ease to face this calamity with utmost s‰Û_
2586,donation_needs_or_offers_or_volunteering_services,'591903319855005696',Thank you #Google  https://t.co/eMfJEgW0GP
2587,donation_needs_or_offers_or_volunteering_services,'591903320370913281',#FollowMePlease Avalanche Sweeps Everest in Nepal; 30 Injured: Quake-triggered avalanche sweeps ... http://t.co/IhTO6W93Yt #BrinaldyHere
2588,injured_or_dead_people,'591903320379432961',
2589,donation_needs_or_offers_or_volunteering_services,'591903320970690560',"RT @ABC: Dozens of injured being taken to main hospital in Kathmandu after major earthquake, AP reports http://t.co/yXKpIsBixf http://t.co/‰Û_"
2590,other_useful_information,'591903321033576448',RT @ActionAidUK: #NepalEarthquake - ActionAid in Nepal is reporting a lot of casualties &amp; that the country will need help. Still confusion ‰Û_
2591,sympathy_and_emotional_support,'591903321176289280',"RT @WSJIndia: Nepal earthquake in maps, tweets and pictures. http://t.co/r2dutGFpMD http://t.co/wd4YCEfdyz"
2592,not_related_or_irrelevant,'591903321293651968',"RT @GoogleCR: We've just launched a Person Finder instance to help track missing persons for the #Nepal earthquake, http://t.co/olPoKniVrZ"
2593,not_related_or_irrelevant,'591903321306177537',RT @2globetrotters: Raining rocks on the #NepalChineseBorder #Earthquake #Nepal we are safe http://t.co/yRFbB2NQS4
2594,other_useful_information,'591903321306361856',RT @AlertNet: Nepal earthquake: latest http://t.co/DZMLTsVOJ4 #Nepal #earthquake http://t.co/cQAtPFRGvP
2595,sympathy_and_emotional_support,'591903321423613953',"Nepal quake triggers Everest avalanche, climbers at risk http://t.co/r4APHOXaFx"
2596,not_related_or_irrelevant,'591903321977270272',@TimesNow Sorry for that! My condolence with Nepal. _Ù÷_
2597,donation_needs_or_offers_or_volunteering_services,'591903321994100736',
2598,not_related_or_irrelevant,'591903322090647552',
2599,injured_or_dead_people,'591903323109851136',
2600,donation_needs_or_offers_or_volunteering_services,'591903323244003328',Pray for Nepal
2601,injured_or_dead_people,'591903323248164865',#earthquake Allah PAK please help those who lost their life in Nepal.We are with u India and Nepal
2602,not_related_or_irrelevant,'591903323386580992',"Buildings collapse, at least four killed as 7.9 quake hits Nepal,åÊIndia-witnesses http://t.co/kr9IbFaGtD"
2603,donation_needs_or_offers_or_volunteering_services,'591903323445329920',
2604,displaced_people_and_evacuations,'591903323915100160',Oh god !!!! What happened in #Nepal
2605,displaced_people_and_evacuations,'591903324078673920',RT @manila_bulletin: BREAKING: At least 114 killed in Nepal earthquake: home ministry - Read http://t.co/ZvK4D2qBB7 http://t.co/ObhzDUWB3G
2606,injured_or_dead_people,'591903324204498945',"RT @infobencana: 7.9 magnitude earthquake rattles Nepal, more than 150 dead, authorities say http://t.co/OdGczQhNuE #prayfroNEPALQuake http‰Û_"
2607,injured_or_dead_people,'591903324279939072',RT @rsprasad: I have directed officials to take steps to restore communication lines in Indo-Nepal border. Monitoring the situation very cl‰Û_
2608,injured_or_dead_people,'591903324670005248',"RT @parrysingh: Google Person Finder  - Nepal earthquake 
http://t.co/fWwYlG4gwm
#NepalQuakeRelief Pls RT"
2609,donation_needs_or_offers_or_volunteering_services,'591903325500678144',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
2610,other_useful_information,'591903325538377728',
2611,sympathy_and_emotional_support,'591903325689253888',"RT @malviyamit: As GoI readies to send rescue and relief teams to #Nepal, the only non-government body that has already moved its volunteer‰Û_"
2612,sympathy_and_emotional_support,'591903325781696512',RT @ABC: Significant damage in Nepal after major 7.9 magnitude earthquake strikes: http://t.co/yXKpIsBixf http://t.co/qag33cGfmG
2613,sympathy_and_emotional_support,'591903325886521344',"RT @kashishds: HAUNTING SIGHT in #Kathmandu Durbar Square, where it is no more. Perhaps emblematic of tragedy across Nepal today http://t.c‰Û_"
2614,displaced_people_and_evacuations,'591903325924233216',"Buildings collapse, at least four killed as 7.9 quake hits Nepal,åÊIndia-witnesses http://t.co/H0oXrxI7hZ"
2615,missing_trapped_or_found_people,'591903326431678464',
2616,sympathy_and_emotional_support,'591903326809231360',
2617,donation_needs_or_offers_or_volunteering_services,'591903326842822656',RT @ABC: BREAKING: Significant damage in Kathmandu after major earthquake strikes Nepal: http://t.co/yXKpIsBixf http://t.co/kd20lXb4pN
2618,injured_or_dead_people,'591903327035760640',"RT @leboncompte: CNN: 7.9 magnitude earthquake rattles Nepal 50 miles from capital, Kathmandu http://t.co/jvYUDMyH2f"
2619,donation_needs_or_offers_or_volunteering_services,'591903327148908544',
2620,sympathy_and_emotional_support,'591903327345987584',"Buildings collapse, at least four killed as 7.9 quake hits Nepal,åÊIndia-witnesses http://t.co/79xhMjCTXw"
2621,sympathy_and_emotional_support,'591903327362875392',RT @ABC: Witness: Nepal quake was massive; Kathmandu is crumbling: http://t.co/yXKpIsBixf - @mollymhunter http://t.co/jDDix7qjuZ
2622,other_useful_information,'591903327400665088',
2623,missing_trapped_or_found_people,'591903327589306368',RT @IndianExpress: At least 114 killed in Nepal #earthquake according to home ministry: AFP reports http://t.co/43tnE08OYk
2624,donation_needs_or_offers_or_volunteering_services,'591903327778152448',"RT @kazamaryuji3: BBC News - Strong earthquake rocks #Nepal, damages Kathmandu http://t.co/adcaaMRSVX
#‹Ä‹ÄÔ‹Ä_‹ÄÇ‹ÛÛ#ŒÏ¡ŽÏà‹ÛÛ#¾Ñ´¾ÏÂ"
2625,sympathy_and_emotional_support,'591903328004505600',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
2626,missing_trapped_or_found_people,'591903328025509888',
2627,injured_or_dead_people,'591903328092725248',RT @dyutiman_advt: 1st images coming frm Nepal aftr the devastating earthquake 2day. May all are safe there @narendramodi @HDLindiaOrg http‰Û_
2628,donation_needs_or_offers_or_volunteering_services,'591903328096784384',
2629,other_useful_information,'591903329141194752',
2630,other_useful_information,'591903329300656128',
2631,donation_needs_or_offers_or_volunteering_services,'591903329300717570',Reports now saying 100+ killed in the quake. Details ahead on @wkyc this morning.  https://t.co/KQfEReI3lG
2632,other_useful_information,'591903329610936320',"RT @malviyamit: As GoI readies to send rescue and relief teams to #Nepal, the only non-government body that has already moved its volunteer‰Û_"
2633,injured_or_dead_people,'591903329665429504',RT @SpokespersonMoD: #NepalBusAccident IAF's IL-76 carrying the casualties and others landed at Ahmedabad from Kathmandu at 1734 Hrs. http:‰Û_
2634,injured_or_dead_people,'591903330340720640',"Buildings collapse, at least four killed as 7.9 quake hits Nepal,åÊIndia-witnesses http://t.co/PnHptqteXm"
2635,sympathy_and_emotional_support,'591903330449907712',Thoughts are with the families in #Nepal
2636,sympathy_and_emotional_support,'591903330584113153',RT @ABC: Witness: Nepal quake was massive; Kathmandu is crumbling: http://t.co/yXKpIsBixf - @mollymhunter http://t.co/jDDix7qjuZ
2637,donation_needs_or_offers_or_volunteering_services,'591903330634366976',"RT @DailySabah: At least 50 people trapped in #Kathmandu's 19th century nine-storey tall tower 
http://t.co/opoQLUkYAN
#Nepal http://t.co/I‰Û_"
2638,sympathy_and_emotional_support,'591903330760175616',"RT @iamsrk: May Allah look after all. Here r the emergency contact numbers for Nepal,share, help. Prayers with all in Nepal.
http://t.co/Pz‰Û_"
2639,not_related_or_irrelevant,'591903331263455233',"@diandrasoares13  a major earthquake in Nepal, causing a huge natural disaster, death toll increased upto 150, lets all pray...."
2640,donation_needs_or_offers_or_volunteering_services,'591903331640999936',Nepal earthquake: more than a hundred individuals dead - live updates http://t.co/zPCLXxTtkz
2641,sympathy_and_emotional_support,'591903331649454080',
2642,not_related_or_irrelevant,'591903332010225665',"RT @rkarnad: Truly awful sight. Kathmandu's Darbar Square, a UNESCO World Heritage site, in ruins after today's earthquake. http://t.co/AoA‰Û_"
2643,sympathy_and_emotional_support,'591903332102352896',
2644,donation_needs_or_offers_or_volunteering_services,'591903332190392320',"RT @rebiccamck: Left: #Kathmandu in 2014, already infrastructure nightmare. Right: after 7.9 quake. #Nepal will struggle to recover. http:/‰Û_"
2645,sympathy_and_emotional_support,'591903332291059712',RT Avalanche Sweeps Everest in Nepal; 30 Injured: Quake-triggered avalanche sweeps near Everest ... http://t.co/TkX4IHkPJf #dynamictunez
2646,injured_or_dead_people,'591903332492443648',"RT @vaidehisachin: sad to see Kathmandu's Darbar Square,UNESCO World Heritage site, in ruins after today's earthquake.#NepalEarthquake http‰Û_"
2647,not_related_or_irrelevant,'591903332513361920',RT @mubasherlucman: Sad news of the earth quake....hope all families in India and Nepal remain safe from this calamity my prayers for the f‰Û_
2648,donation_needs_or_offers_or_volunteering_services,'591903332878458880',
2649,injured_or_dead_people,'591903332924534784',Crazy https://t.co/V540EQb1qd
2650,other_useful_information,'591903333629042689',RT @NeelakshiGswm: Relief team from India have been dispatched to Nepal. Kudos Govt of India #earthquake #Kathmandu #earthquakeinnepal
2651,displaced_people_and_evacuations,'591903334300295170',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
2652,not_related_or_irrelevant,'591903334308556800',"RT @vikaskyogi: In the wake of the #earthquake in Nepal, a 24 hour control room has been set up by MEA.
+91 11 2301 2113
+91 11 2301 4104
+‰Û_"
2653,infrastructure_and_utilities_damage,'591903334388240384',"RT @hamishNews: People are praying to temples in Nepal, even as they rock with aftershocks according to Americans in #NepalEarthquake"
2654,injured_or_dead_people,'591903334912512000',
2655,donation_needs_or_offers_or_volunteering_services,'591903334958784513',#Earthquake Regularly hitting Nepal and India since morning http://t.co/3utkeBfjLE
2656,injured_or_dead_people,'591903334983802881',RT @NeelakshiGswm: Relief team from India have been dispatched to Nepal. Kudos Govt of India #earthquake #Kathmandu #earthquakeinnepal
2657,other_useful_information,'591903335004831744',"BBC News - Strong earthquake rocks Nepal, damages Kathmandu http://t.co/FGYXNdm98R"
2658,donation_needs_or_offers_or_volunteering_services,'591903335214546944',
2659,donation_needs_or_offers_or_volunteering_services,'591903335541657601',@TR_Foundation :#Nepal earthquake: latest http://t.co/Qi3rhIRf1Z  #Nepal #earthquake http://t.co/nfZ2g0XnCS
2660,donation_needs_or_offers_or_volunteering_services,'591903335634083841',
2661,other_useful_information,'591903335671726080',Nepal earthquake: latest - via @Telegraph http://t.co/AMXtiVZlY8
2662,sympathy_and_emotional_support,'591903336523276288',"RT @rkarnad: Truly awful sight. Kathmandu's Darbar Square, a UNESCO World Heritage site, in ruins after today's earthquake. http://t.co/AoA‰Û_"
2663,donation_needs_or_offers_or_volunteering_services,'591903337001324544',RT @ANI_news: Latest pics sent to ANI from Kathmandu of #earthquake aftermath http://t.co/hhdXHMTQAu
2664,not_related_or_irrelevant,'591903337278087170',RT @rammadhavbjp: Earthquake in Nepal devastating. Loss of life n property seems enormous. Govt  n people of Bharat will do everything to h‰Û_
2665,sympathy_and_emotional_support,'591903337341124608',A recent post from GeoHazards International @geosafety on Kathmandu Valley Earthquake Risk Management http://t.co/zB01naTPht
2666,donation_needs_or_offers_or_volunteering_services,'591903337546678272',"RT @NBCPhiladelphia: 7.9 magnitude earthquake rocks Nepal, leveling buildings, causing an avalanche on Mt. Everest: http://t.co/FTPIwbOFTs ‰Û_"
2667,other_useful_information,'591903338553159680',"Nepal earthquake: more than a hundred people dead

http://t.co/E5WkekBYFy"
2668,infrastructure_and_utilities_damage,'591903338737836032',
2669,donation_needs_or_offers_or_volunteering_services,'591903338788098050',"RT @overheardprod: I thought the fatal Nepal earthquake would rate coverage on @ABCNewsBrisbane TV news, but not even a mention. http://t.c‰Û_"
2670,donation_needs_or_offers_or_volunteering_services,'591903338955866112',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
2671,sympathy_and_emotional_support,'591903338968518656',Historic Dharahara tower collapses in Kathmandu after quake | Latest News &amp; Updates at Daily... http://t.co/VgiMgZ7tDC
2672,donation_needs_or_offers_or_volunteering_services,'591903339027234816',RT @mediacrooks: Pappu goes to Kedarnath.. Earthquake in Nepal and N. India.. #PappuImpact @ndtv @TimesNow
2673,other_useful_information,'591903339157135360',"RT @IndianExpress: 2 dead, 100 injured in Bangladesh from earthquake originating in Nepal: AP #earthquake More: http://t.co/Z1HjHdp9Dc http‰Û_"
2674,other_useful_information,'591903339291516928',Word Cloud of Tweets about #earthquake #pokhara #kathmandu in the last 1 hour(s). http://t.co/PXBNc7by0i
2675,sympathy_and_emotional_support,'591903339526270976',"RT @AJENews: The quake's epicentre was in Nepal but it was felt as far as Delhi, India &amp; Dhaka, Bangladesh http://t.co/yC97WZLkyt http://t.‰Û_"
2676,displaced_people_and_evacuations,'591903340465893376',"RT @BBCBreaking: Nepal #earthquake latest:

- reports of avalanches in Everest
- temples flattened
- unknown numbers killed &amp; injured http:‰Û_"
2677,displaced_people_and_evacuations,'591903340671279104',Historic Dharara Tower Collapses in Kathmandu After 7.9 Earthquake http://t.co/KUMMqv3amD
2678,infrastructure_and_utilities_damage,'591903341120069632',RT @Islam_for_life: Earthquake of 7.9 magnitude in Nepal. Tremors across India. May Allah help them..
2679,other_useful_information,'591903341191503872',RT @j_mcconnachie: Loss of life in #Kathmandu #earthquake will be far higher than initial media reports. Off-road/grid areas.
2680,donation_needs_or_offers_or_volunteering_services,'591903341447348225',
2681,sympathy_and_emotional_support,'591903342026096640',Avalanche Sweeps Everest in Nepal; 30 Injured http://t.co/6tcIHCf2sn
2682,injured_or_dead_people,'591903342281904128',"Nepal Earthquake:11 Dead in India; Tremors Felt in Delhi, Bihar, Kerala and Other States
http://t.co/ZbjWqRz0QZ
#NepalEarthquake #earthquake"
2683,displaced_people_and_evacuations,'591903342369984513',"RT @lvu04: Killed...? it that right?? 
""@ani30oct: 20 ppl killed in Nepal till now due to #earthquake 
#WhatNextAK"""
2684,donation_needs_or_offers_or_volunteering_services,'591903342382612481',
2685,other_useful_information,'591903342386925568',RT @iamsrk: ‰ÛÏ@googleindia: We‰Ûªve just launched a Person Finder instance to help track missing persons for the #Nepal earthquake‰ÛÓ&gt;http://t.c‰Û_
2686,donation_needs_or_offers_or_volunteering_services,'591903342537875456',
2687,infrastructure_and_utilities_damage,'591903343921893378',
2688,sympathy_and_emotional_support,'591903344030973952',RT @thevirdas: List of doctors and hospitals in Nepal. http://t.co/EQaWA2yAAT
2689,infrastructure_and_utilities_damage,'591903344085565440',
2690,other_useful_information,'591903344274313216',RT @siobhanheanue: Kathmandu patan district. Old royal square devastated. http://t.co/Fq0CSRgeGM
2691,injured_or_dead_people,'591903344572112896',"RT @NBTDilli: MEA opens 24 hour Control Room in #Delhi for queries regarding the Nepal Earthquake. 

011 2301 2113
011 2301 4104
011 2301 7‰Û_"
2692,caution_and_advice,'591903344639086592',#WellingtonHere At least 71 killed as 7.9 magnitude earthquake hits Nepal - Fox News: Fox News... http://t.co/5RHTDcJh8f #WellingtonHere
2693,other_useful_information,'591903344769179649',"RT @ZeeNews: Home Minister Rajnath Singh and MoS Home have met PM Narendra Modi and briefed him on the situation
#earthquake
http://t.co/w4‰Û_"
2694,donation_needs_or_offers_or_volunteering_services,'591903345347928064',RT @snsachinnandu: 2 Swayamsevak teams from Sitamarhi &amp; Ghazipur will leave to Nepal before today's evening. Any locals willing to voluntee‰Û_
2695,other_useful_information,'591903346333646848',
2696,injured_or_dead_people,'591903346862202880',"Powerful quake near Nepal capital causes widespread damage, avalanche near Everest base camp http://t.co/qNVOft0CDx http://t.co/ZuMCTZSIO2"
2697,displaced_people_and_evacuations,'591903347080232960',RT @FOX2News: Magnitude-7.5 quake hits Nepal; heavy damage http://t.co/Or8xPJFQxj
